ids,0
cbtc_train_1,0.48094445
cbtc_train_10,0.5898343
cbtc_train_11,0.49760282
cbtc_train_12,0.6112396
cbtc_train_13,0.57931334
cbtc_train_14,0.5172047
cbtc_train_15,0.5124721
cbtc_train_16,0.54087895
cbtc_train_17,0.6364346
cbtc_train_18,0.6143465
cbtc_train_19,0.5111972
cbtc_train_2,0.50018245
cbtc_train_20,0.6147023
cbtc_train_21,0.50238615
cbtc_train_22,0.537161
cbtc_train_23,0.44653684
cbtc_train_24,0.653809
cbtc_train_25,0.5326466
cbtc_train_26,0.5896598
cbtc_train_27,0.56075686
cbtc_train_28,0.44983613
cbtc_train_29,0.50686884
cbtc_train_3,0.5897303
cbtc_train_30,0.6110077
cbtc_train_31,0.4862585
cbtc_train_32,0.6500704
cbtc_train_4,0.56821805
cbtc_train_5,0.5214503
cbtc_train_6,0.58594203
cbtc_train_7,0.48891583
cbtc_train_8,0.568625
cbtc_train_9,0.48229533
