ids,0
cbtc_train_1,0.48145288
cbtc_train_10,0.5897738
cbtc_train_11,0.49728814
cbtc_train_12,0.61091346
cbtc_train_13,0.5785061
cbtc_train_14,0.5182123
cbtc_train_15,0.5109058
cbtc_train_16,0.5397825
cbtc_train_17,0.63737047
cbtc_train_18,0.61343765
cbtc_train_19,0.511476
cbtc_train_2,0.49998307
cbtc_train_20,0.61575466
cbtc_train_21,0.50184816
cbtc_train_22,0.5360973
cbtc_train_23,0.44418615
cbtc_train_24,0.65353686
cbtc_train_25,0.53361946
cbtc_train_26,0.58824843
cbtc_train_27,0.56066823
cbtc_train_28,0.45019704
cbtc_train_29,0.50742686
cbtc_train_3,0.5889514
cbtc_train_30,0.61065626
cbtc_train_31,0.4859393
cbtc_train_32,0.65048194
cbtc_train_4,0.56837475
cbtc_train_5,0.5229045
cbtc_train_6,0.58572257
cbtc_train_7,0.48912382
cbtc_train_8,0.567748
cbtc_train_9,0.48297572
