ids,0
cbtc_train_1,0.48074088
cbtc_train_10,0.58975476
cbtc_train_11,0.49751517
cbtc_train_12,0.61198604
cbtc_train_13,0.578981
cbtc_train_14,0.5170511
cbtc_train_15,0.5121432
cbtc_train_16,0.5402541
cbtc_train_17,0.63563484
cbtc_train_18,0.61092556
cbtc_train_19,0.51242435
cbtc_train_2,0.50011206
cbtc_train_20,0.6153954
cbtc_train_21,0.5026815
cbtc_train_22,0.53746444
cbtc_train_23,0.44650978
cbtc_train_24,0.65145487
cbtc_train_25,0.5326254
cbtc_train_26,0.5895728
cbtc_train_27,0.5607846
cbtc_train_28,0.4493068
cbtc_train_29,0.5074315
cbtc_train_3,0.5890585
cbtc_train_30,0.6104403
cbtc_train_31,0.48709035
cbtc_train_32,0.65026367
cbtc_train_4,0.56721896
cbtc_train_5,0.5215781
cbtc_train_6,0.5862903
cbtc_train_7,0.48900983
cbtc_train_8,0.5681173
cbtc_train_9,0.48278263
