ids,0
cbtc_train_1,0.48121488
cbtc_train_10,0.5877943
cbtc_train_11,0.49617687
cbtc_train_12,0.61010784
cbtc_train_13,0.5789169
cbtc_train_14,0.51700824
cbtc_train_15,0.51073277
cbtc_train_16,0.54156506
cbtc_train_17,0.6375337
cbtc_train_18,0.6138736
cbtc_train_19,0.5115067
cbtc_train_2,0.49968073
cbtc_train_20,0.61462194
cbtc_train_21,0.5016277
cbtc_train_22,0.53617746
cbtc_train_23,0.44561347
cbtc_train_24,0.65272874
cbtc_train_25,0.53358096
cbtc_train_26,0.58940935
cbtc_train_27,0.5610645
cbtc_train_28,0.4496585
cbtc_train_29,0.5083371
cbtc_train_3,0.58914673
cbtc_train_30,0.6093013
cbtc_train_31,0.48875606
cbtc_train_32,0.64962417
cbtc_train_4,0.5680609
cbtc_train_5,0.5228412
cbtc_train_6,0.5868951
cbtc_train_7,0.48892352
cbtc_train_8,0.5675017
cbtc_train_9,0.4837095
