ids,0
cbtc_train_1,0.48110226
cbtc_train_10,0.59007955
cbtc_train_11,0.49657792
cbtc_train_12,0.61116123
cbtc_train_13,0.57917184
cbtc_train_14,0.5179351
cbtc_train_15,0.51081055
cbtc_train_16,0.5400031
cbtc_train_17,0.637422
cbtc_train_18,0.6152717
cbtc_train_19,0.51117456
cbtc_train_2,0.49897414
cbtc_train_20,0.61562264
cbtc_train_21,0.5014474
cbtc_train_22,0.5376232
cbtc_train_23,0.4462879
cbtc_train_24,0.65286225
cbtc_train_25,0.53351706
cbtc_train_26,0.5891926
cbtc_train_27,0.559604
cbtc_train_28,0.4500189
cbtc_train_29,0.5089776
cbtc_train_3,0.58925885
cbtc_train_30,0.6108475
cbtc_train_31,0.48659265
cbtc_train_32,0.6497617
cbtc_train_4,0.5668494
cbtc_train_5,0.52230144
cbtc_train_6,0.5855125
cbtc_train_7,0.4887195
cbtc_train_8,0.5678367
cbtc_train_9,0.48321432
