ids,0
cbtc_train_1,0.48102686
cbtc_train_10,0.5906981
cbtc_train_11,0.49745396
cbtc_train_12,0.6106405
cbtc_train_13,0.5799814
cbtc_train_14,0.51755315
cbtc_train_15,0.51210684
cbtc_train_16,0.5398545
cbtc_train_17,0.6371112
cbtc_train_18,0.6121502
cbtc_train_19,0.51058465
cbtc_train_2,0.5002613
cbtc_train_20,0.61521864
cbtc_train_21,0.5026756
cbtc_train_22,0.5356904
cbtc_train_23,0.44542912
cbtc_train_24,0.65282553
cbtc_train_25,0.53368264
cbtc_train_26,0.5893313
cbtc_train_27,0.56018347
cbtc_train_28,0.45017678
cbtc_train_29,0.5064151
cbtc_train_3,0.58934313
cbtc_train_30,0.6104928
cbtc_train_31,0.4878051
cbtc_train_32,0.6512216
cbtc_train_4,0.56762403
cbtc_train_5,0.5220558
cbtc_train_6,0.58737844
cbtc_train_7,0.48892003
cbtc_train_8,0.5681655
cbtc_train_9,0.4831937
