ids,0
cbtc_train_1,0.48125246
cbtc_train_10,0.58950907
cbtc_train_11,0.4966176
cbtc_train_12,0.61063206
cbtc_train_13,0.5789586
cbtc_train_14,0.51873666
cbtc_train_15,0.51160395
cbtc_train_16,0.54055166
cbtc_train_17,0.63678616
cbtc_train_18,0.612525
cbtc_train_19,0.5120424
cbtc_train_2,0.50071967
cbtc_train_20,0.61586404
cbtc_train_21,0.50172
cbtc_train_22,0.53740627
cbtc_train_23,0.44564292
cbtc_train_24,0.6521443
cbtc_train_25,0.53416806
cbtc_train_26,0.5896929
cbtc_train_27,0.5602576
cbtc_train_28,0.45001444
cbtc_train_29,0.5074638
cbtc_train_3,0.58987385
cbtc_train_30,0.61083347
cbtc_train_31,0.4858622
cbtc_train_32,0.65079904
cbtc_train_4,0.56766945
cbtc_train_5,0.52294964
cbtc_train_6,0.5865059
cbtc_train_7,0.48896322
cbtc_train_8,0.56832075
cbtc_train_9,0.48326325
