ids,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
cbtc_train_1,0.07470316,0.035081573,0.008863925,0.08058546,0.08709583,0.17507266,0.0050565926,0.1791668,0.048032872,0.26185322,0.5439051,0.63308036,0.25857314,0.003318697,0.14072126,0.16310444,0.4809337,0.31895515,0.022513485,0.07860917,0.07221363,0.0022203953,0.030564355,0.049444303,0.0092490995,0.2309779,0.12917185,0.18698461,0.120632276,0.06515113,0.3746391,0.62122643,0.17464143,0.0023475676,0.056284428,0.005852432,0.004726674,0.041512027,0.357161,0.22868313,0.5187489,0.017863337,0.12145958,0.2187544,0.16901208,0.36986792,0.0023511571,0.0077642966,0.25292206,0.02552496,0.09037845,0.061346084,0.105821446,0.1606252,0.2676035,0.19581178,0.08621393,0.12072552,0.30096304,0.05666171,0.5879722,0.22770897,0.00530514,0.0013317403,0.3613064,0.48149788,0.45720342,0.5264936,0.0023384655,0.0014064454,0.29675716,0.07287401,0.46401927,0.0037672445,0.2973705,0.013861953,0.0028632646,0.22687322,0.44556668,0.041644067,0.060449425,0.53879213,0.03813417,0.049201727,0.079870485,0.07470101,0.22988456,0.30427134,0.15770803,0.0039336854,0.005010283,0.08131681,0.039130524,0.40207845,0.028914906,0.008039634,0.16082057,0.11594242,0.101293914,0.08106844
cbtc_train_10,0.15383196,0.0012664091,1.306923,0.08148479,0.0,0.228012,0.58518064,0.13100281,0.40570563,0.3290707,0.0,0.17194569,0.13192901,0.00043520163,0.19525926,0.4417206,0.0,0.0,0.3233244,0.090558544,0.020085005,0.23532578,0.05698274,0.38179007,1.5007381,0.12975024,0.5729826,0.2559287,0.38393477,0.035607897,0.33924443,0.52622837,0.1310856,0.34300828,0.000692649,0.7419001,0.7400237,0.16240704,0.51920927,0.001501142,0.43725237,0.019853475,0.06582255,0.13066508,0.21758242,0.0,5.674131e-05,1.1842878,0.26322326,0.028314948,0.2758892,0.019422341,0.2694897,0.06210001,0.30146807,0.27984262,0.18232737,0.2145048,0.25264075,0.096824005,0.13555136,0.0,0.7293283,0.00034897542,0.15164635,0.0,0.72532964,0.0,0.31254795,0.010979707,0.0,0.062143933,0.4499953,0.7126757,0.0,0.06621201,0.30646703,0.2630714,0.5215752,0.03876034,0.6789624,0.0,0.07580141,0.12127769,0.0731226,0.10933565,0.34365615,0.0,0.10672862,0.68871146,0.6581192,0.059849583,0.6679569,0.0,0.08583613,1.2571081,0.0,0.137,0.09831283,0.09129746
cbtc_train_11,0.05741468,0.004289212,0.3093544,0.03655678,0.020006267,0.1508109,0.15674855,0.033998273,0.109954655,0.16501552,0.093584776,0.27979416,0.18162812,0.006015603,0.09595089,0.23357867,0.12271311,0.097389914,0.105391435,0.021132628,0.019883461,0.07650117,0.010721219,0.1150591,0.30511364,0.12838781,0.20970574,0.07541497,0.121450044,0.016056092,0.25410646,0.34067178,0.1039069,0.079356775,0.019646399,0.20006861,0.16295828,0.043012396,0.21083377,0.11821279,0.23479362,0.0119458325,0.02884921,0.09370765,0.09764346,0.077182464,0.0033247243,0.25616997,0.13352035,0.022129284,0.0817103,0.03634793,0.06683054,0.030736683,0.15918872,0.11027678,0.030317437,0.07399119,0.12145276,0.03238778,0.225918,0.06273614,0.17184073,0.00016299615,0.13084076,0.09804863,0.16964804,0.12389317,0.08445638,0.0031143676,0.062202353,0.020441929,0.23726833,0.12676747,0.08195479,0.032426734,0.083466575,0.07926515,0.33869278,0.021491297,0.22271302,0.099098645,0.038619045,0.039293062,0.04707263,0.040383875,0.10125924,0.04845068,0.05823027,0.12973659,0.17285533,0.046437867,0.1934321,0.10631121,0.040982246,0.27649453,0.034645095,0.059327472,0.06156847,0.048741486
cbtc_train_12,0.07430636,0.0005636428,0.555858,0.037650157,0.0006740939,0.13779292,0.25413108,0.052282084,0.14500186,0.19594082,0.0014157124,0.22968753,0.104128055,0.0010184251,0.10888873,0.23266686,0.005321926,0.0040188767,0.14685765,0.0349032,0.029835341,0.09967197,0.015954312,0.16212657,0.57184094,0.12921284,0.26159853,0.11151651,0.15302952,0.027104774,0.27430522,0.37803063,0.10975359,0.14474064,0.002190122,0.30897674,0.30865434,0.06632571,0.24679708,0.012271926,0.26305458,0.011375775,0.041454926,0.087929524,0.11483977,0.0026817636,0.0053348457,0.48236477,0.16020676,0.02244283,0.10863353,0.026282769,0.09679697,0.04367006,0.17206797,0.11700857,0.043349296,0.0882182,0.1349029,0.041290704,0.19374718,0.0011403025,0.29268354,0.00016261343,0.143877,0.0050528715,0.29051605,0.0035062684,0.13652962,0.005774825,0.0027266534,0.030772213,0.27145725,0.26692253,0.0023203725,0.041975178,0.13781877,0.10820541,0.3615938,0.028406985,0.30277342,0.0023741168,0.037415016,0.056731284,0.049530614,0.059671808,0.14117037,0.0013132679,0.05882071,0.27095574,0.28776783,0.048884593,0.27680093,0.004674285,0.04380492,0.505621,0.0018545523,0.07360348,0.0654698,0.059229854
cbtc_train_13,0.06520045,0.0037757878,0.31871524,0.03473338,0.019996315,0.1598412,0.15275438,0.15315178,0.10595853,0.18645759,0.07327878,0.32391563,0.17720678,0.004059235,0.11206553,0.25109005,0.13292053,0.09965873,0.11079898,0.09983259,0.11185334,0.0759247,0.04931504,0.13795261,0.2994658,0.1541704,0.20398024,0.10798534,0.13729502,0.1023662,0.3004177,0.39835754,0.123003714,0.07749465,0.023437198,0.21196431,0.16948399,0.047021743,0.2353638,0.115759045,0.26641995,0.013964885,0.14786425,0.11173823,0.11338974,0.07983228,0.021413004,0.25894675,0.15311445,0.027162176,0.08592613,0.040987432,0.10138095,0.15734822,0.17906977,0.1510693,0.119887725,0.074546404,0.16381544,0.040579688,0.2673478,0.048322123,0.1734409,0.00030845194,0.15446833,0.10797857,0.27142513,0.107834496,0.08129126,0.01736415,0.06706207,0.09680513,0.26949102,0.12196434,0.069285296,0.03219045,0.08752097,0.13270508,0.38369074,0.027310306,0.23638014,0.0910754,0.040606383,0.04332921,0.053013816,0.050808467,0.13673203,0.055649262,0.08212656,0.123974845,0.17414239,0.05409669,0.19766092,0.10760834,0.04534595,0.28359276,0.040027745,0.070242934,0.0714058,0.05843313
cbtc_train_14,0.029431056,0.0052420087,0.2662912,0.030038197,0.017959995,0.12111694,0.12093224,0.23462372,0.09317736,0.076424,0.08979162,0.1315335,0.12202871,0.0025320216,0.04511041,0.1906464,0.10019815,0.07825213,0.084533274,0.15189189,0.14338015,0.0534882,0.06714907,0.1235884,0.2547157,0.054211102,0.15114704,0.09637134,0.12545125,0.12669621,0.10834017,0.16189505,0.044797007,0.07612905,0.017263835,0.17223105,0.14569084,0.037022397,0.11148242,0.08169714,0.13129291,0.0054617585,0.19740207,0.043951765,0.048560396,0.07361286,0.026082657,0.2209629,0.070054226,0.008509771,0.067266114,0.015220569,0.09555124,0.21932635,0.076690786,0.12135968,0.17313492,0.059488554,0.1188892,0.032280035,0.116297774,0.04784144,0.13919336,0.00023495828,0.07978548,0.09248711,0.29330984,0.103957295,0.067588925,0.01929379,0.056754526,0.1368883,0.12025932,0.12237756,0.06118638,0.024051294,0.07789931,0.1250141,0.15253961,0.010250862,0.18400338,0.09268952,0.03080201,0.029933102,0.020673443,0.023066843,0.13468058,0.051790185,0.06318242,0.11591034,0.13685825,0.021753313,0.16375838,0.08722925,0.029985452,0.23753753,0.034824476,0.036929503,0.029879637,0.024397789
cbtc_train_15,0.06737879,0.0009622027,0.7591845,0.041206513,0.0066961073,0.17552112,0.33570427,0.46976325,0.23259881,0.14207044,0.014837166,0.084639944,0.09894887,0.0005629449,0.084930964,0.34021148,0.048596445,0.041851554,0.20701177,0.32505026,0.26179966,0.13143574,0.15362939,0.29818478,0.82333446,0.051365066,0.32681152,0.21352516,0.287379,0.25946927,0.14548762,0.2313633,0.05044829,0.2175412,0.013016801,0.48194015,0.43797356,0.09658932,0.23471321,0.05534563,0.21832557,0.008647739,0.3980127,0.053129736,0.088784724,0.02411427,0.047742385,0.6671013,0.11494214,0.010591861,0.16414659,0.010791215,0.23357473,0.40804523,0.12718482,0.24079552,0.40887785,0.118665464,0.21525007,0.073960125,0.08529812,0.013503699,0.42205596,0.00012315619,0.09347508,0.042458784,0.70826745,0.028405948,0.1821107,0.044242814,0.025922198,0.29091084,0.20121928,0.40702906,0.016253801,0.043888334,0.21009067,0.2805189,0.23488972,0.014785464,0.44592974,0.023478419,0.054285686,0.07225881,0.0342729,0.050149187,0.28579244,0.01882031,0.10699792,0.37938794,0.3707902,0.027775206,0.43191323,0.04047179,0.055560585,0.71724725,0.019709276,0.07070322,0.046971116,0.04296073
cbtc_train_16,0.031471454,0.009259984,0.1632573,0.037223317,0.0362689,0.13864635,0.08295031,0.2013912,0.091780245,0.08620467,0.17404996,0.15673539,0.1678999,0.0036702736,0.05214569,0.20866646,0.19990198,0.16247661,0.07356514,0.12864813,0.12309637,0.034137197,0.053335708,0.10558302,0.16439864,0.063550964,0.15790118,0.08685163,0.118475586,0.112221114,0.12370745,0.18643564,0.0518444,0.044385944,0.032319516,0.11281226,0.08964552,0.03544295,0.1211972,0.14603578,0.14569214,0.0055962,0.16587155,0.05552334,0.055625528,0.14720652,0.02027677,0.14127925,0.07617898,0.009938467,0.07958972,0.017161677,0.078572415,0.1887864,0.08661782,0.1100255,0.14379379,0.06872364,0.12255418,0.030127952,0.1428308,0.091496,0.09304087,7.7268414e-05,0.085317284,0.1871816,0.2562512,0.20612787,0.04554324,0.014994254,0.11242631,0.113840744,0.1387682,0.07507844,0.113851875,0.020775747,0.049360353,0.116625264,0.16349214,0.010685376,0.16447859,0.17944299,0.031597257,0.029841822,0.024760347,0.023011124,0.1292607,0.100966595,0.061275803,0.072312005,0.08745876,0.025127782,0.13963334,0.16036275,0.03375195,0.15255113,0.06954931,0.034330998,0.03170067,0.027068751
cbtc_train_17,0.02221178,0.017081736,0.03187676,0.0420212,0.05289538,0.12869409,0.015182523,0.39699283,0.045273606,0.07070618,0.2840529,0.18345697,0.15823495,0.0013723021,0.036717847,0.15561312,0.2891255,0.21093816,0.029444605,0.25153178,0.24774635,0.010385441,0.10187865,0.08372825,0.02725919,0.060411133,0.08667957,0.13611336,0.11512055,0.22235242,0.09883389,0.17861412,0.04625504,0.009309974,0.045807093,0.033025958,0.016981205,0.029410725,0.104202785,0.16189933,0.17288998,0.004708752,0.3409713,0.060713287,0.04772688,0.22724715,0.038640097,0.025030248,0.07098961,0.0069051785,0.059223693,0.016970249,0.11376527,0.38328063,0.07570146,0.15833507,0.27775162,0.067186214,0.18614532,0.04009506,0.18600167,0.11880653,0.017890882,0.000423968,0.11170891,0.2975565,0.41931888,0.28578252,0.009366869,0.025859863,0.18415107,0.22193204,0.13424763,0.01227659,0.15399118,0.010015337,0.013230883,0.19617575,0.12141228,0.011659637,0.07522344,0.28969714,0.024006233,0.026977528,0.020944793,0.02258089,0.18681175,0.1791103,0.10558407,0.011612098,0.017162051,0.025445685,0.052406386,0.23448065,0.026542721,0.027822806,0.11405541,0.038715675,0.028233629,0.021108732
cbtc_train_18,0.024243,0.0019148109,0.29916686,0.023375155,0.013535226,0.12537657,0.13221355,0.58064157,0.10405578,0.05021421,0.03416812,0.057754107,0.09713024,0.0012596427,0.03174534,0.2432634,0.0877586,0.071415104,0.099172674,0.3845499,0.38608506,0.067190684,0.17592657,0.19811022,0.30018836,0.02723166,0.15403198,0.16465904,0.17608583,0.35058767,0.061540257,0.092583306,0.025024856,0.09108369,0.023928614,0.22730517,0.16600367,0.04314472,0.08142606,0.08497654,0.08049756,0.0036252486,0.51101184,0.022187179,0.032263547,0.05725009,0.07849171,0.25581053,0.042952392,0.0049786973,0.07625496,0.007386737,0.18469612,0.5467717,0.048936445,0.22965136,0.44216648,0.057351116,0.18064466,0.052999567,0.04918928,0.022062108,0.1644959,0.00018968803,0.04050702,0.08367503,0.55566156,0.061816897,0.076761544,0.0587687,0.051485978,0.34857178,0.074175075,0.14295422,0.03290127,0.023590991,0.102826595,0.23894154,0.098831475,0.005824792,0.23467644,0.04967773,0.032184735,0.034053143,0.0122271795,0.018884504,0.2233447,0.04090882,0.10047088,0.13295244,0.1495319,0.013391973,0.2003443,0.06747273,0.039504994,0.28317198,0.039621774,0.027361235,0.017769098,0.015030333
