ids,0
cbtc_train_1,0.48111907
cbtc_train_10,0.58957016
cbtc_train_11,0.4973274
cbtc_train_12,0.6101549
cbtc_train_13,0.5788322
cbtc_train_14,0.51654243
cbtc_train_15,0.5107267
cbtc_train_16,0.5407567
cbtc_train_17,0.63779366
cbtc_train_18,0.6147074
cbtc_train_19,0.51061994
cbtc_train_2,0.49970242
cbtc_train_20,0.615218
cbtc_train_21,0.5020441
cbtc_train_22,0.5365652
cbtc_train_23,0.44623742
cbtc_train_24,0.65226644
cbtc_train_25,0.5328498
cbtc_train_26,0.5884224
cbtc_train_27,0.5608369
cbtc_train_28,0.44895452
cbtc_train_29,0.5074491
cbtc_train_3,0.5893578
cbtc_train_30,0.61140513
cbtc_train_31,0.487479
cbtc_train_32,0.6496337
cbtc_train_4,0.5676778
cbtc_train_5,0.52151215
cbtc_train_6,0.5867485
cbtc_train_7,0.4886335
cbtc_train_8,0.5686965
cbtc_train_9,0.48337406
